kanji	count	freq	freq_cum	jouyou	jouyou_pos
場	55340	0.00244763	0.358397	2	109
堵	154	6.81125e-06	0.997767	0	0
堺	425	1.87973e-05	0.99345	0	0
塀	241	1.06592e-05	0.996506	7	1924
塁	212	9.37652e-06	0.997005	7	1950
塊	483	2.13626e-05	0.992444	7	1769
塑	3	1.32687e-07	0.999964	7	2125
塒	1	4.42289e-08	0.999998	0	0
塔	1088	4.8121e-05	0.981281	7	1562
塗	1790	7.91697e-05	0.965404	7	1391
塘	1	4.42289e-08	0.999989	0	0
塙	125	5.52861e-06	0.998209	0	0
塚	8264	0.000365508	0.827853	7	1090
塞	1218	5.38708e-05	0.978174	7	1513
塡	0	0.0	1.0	7	2134
塩	2410	0.000106592	0.952163	4	615
填	111	4.90941e-06	0.9984	0	0
塵	59	2.6095e-06	0.999198	0	0
塹	15	6.63433e-07	0.999823	0	0
塾	1646	7.28008e-05	0.969348	7	1419
境	2567	0.000113536	0.949193	5	781
墓	1392	6.15666e-05	0.974668	5	809
増	6806	0.000301022	0.852205	5	725
墜	203	8.97846e-06	0.997106	7	1956
墟	39	1.72493e-06	0.9995	0	0
墨	808	3.57369e-05	0.986124	7	1639
墳	38	1.6807e-06	0.999511	7	2086
墾	19	8.40349e-07	0.999772	7	2109
壁	2898	0.000128175	0.941973	7	1273
壇	716	3.16679e-05	0.987945	7	1667
壊	5271	0.00023313	0.886947	7	1141
壌	74	3.27294e-06	0.998955	7	2049
壕	55	2.43259e-06	0.999261	0	0
士	17106	0.000756579	0.675931	4	482
壬	211	9.3323e-06	0.997023	0	0
壮	987	4.36539e-05	0.983255	7	1590
声	56100	0.00248124	0.355949	2	108
壱	41	1.81338e-06	0.999455	7	2081
売	19190	0.000848752	0.651068	2	155
壷	40	1.76916e-06	0.999474	0	0
壹	680	3.00756e-05	0.988685	0	0
壺	340	1.50378e-05	0.994746	0	0
壽	5	2.21144e-07	0.999946	0	0
変	51104	0.00226027	0.384579	4	445
夏	14068	0.000622212	0.719058	2	173
夕	4438	0.000196288	0.906576	1	74
外	37164	0.00164372	0.478956	2	126
夙	7	3.09602e-07	0.99993	0	0
多	19551	0.000864719	0.646807	2	153
夜	22350	0.000988516	0.62082	2	147
夢	16394	0.000725088	0.68775	5	662
大	208377	0.00921628	0.0948317	1	4
天	18703	0.000827213	0.658587	1	46
太	43529	0.00192524	0.434714	2	118
夫	67375	0.00297992	0.300957	4	441
央	4371	0.000193324	0.907742	3	390
失	39243	0.00173567	0.461996	4	451
夷	803	3.55158e-05	0.986267	0	0
夾	5	2.21144e-07	0.999943	0	0
奄	33	1.45955e-06	0.999575	0	0
奇	5020	0.000222029	0.892172	7	1153
奈	21544	0.000952867	0.631481	7	1029
奉	2288	0.000101196	0.955181	7	1335
奎	0	0.0	1.0	0	0
奏	3304	0.000146132	0.932397	6	930
奐	1	4.42289e-08	0.999997	0	0
契	3906	0.000172758	0.917439	7	1204
奔	179	7.91697e-06	0.997475	7	1977
奕	11	4.86518e-07	0.99988	0	0
套	49	2.16722e-06	0.99933	0	0
奘	56	2.47682e-06	0.999251	0	0
奚	1	4.42289e-08	0.999995	0	0
奠	18	7.9612e-07	0.999795	0	0
奢	75	3.31717e-06	0.998938	0	0
奥	19595	0.000866665	0.645942	7	1032
奧	42	1.85761e-06	0.999427	0	0
奨	343	1.51705e-05	0.994701	7	1843
奪	4758	0.000210441	0.8995	7	1167
奮	1065	4.71038e-05	0.981662	6	982
女	99984	0.00442218	0.237555	1	14
奴	6133	0.000271256	0.868511	7	1115
奸	50	2.21144e-06	0.999321	0	0
好	46452	0.00205452	0.416839	4	448
如	1151	5.09075e-05	0.979796	7	1539
妃	511	2.2601e-05	0.991872	7	1752
妄	871	3.85234e-05	0.985088	7	1622
妊	2738	0.000121099	0.944974	7	1283
妓	211	9.3323e-06	0.997042	0	0
妖	1402	6.20089e-05	0.974235	7	1468
妙	4733	0.000209335	0.89992	7	1168
妥	481	2.12741e-05	0.992486	7	1770
妨	703	3.10929e-05	0.988227	7	1672
妬	1174	5.19247e-05	0.979285	7	1530
妹	5571	0.000246399	0.88172	2	223
妻	8464	0.000374353	0.824539	5	707
妾	152	6.72279e-06	0.997807	0	0
姉	15975	0.000706556	0.690606	2	167
始	18776	0.000830442	0.65693	3	312
姐	200	8.84578e-06	0.997159	0	0
姑	571	2.52547e-05	0.990662	0	0
姓	1015	4.48923e-05	0.982856	7	1584
委	2409	0.000106547	0.952269	3	419
姜	77	3.40562e-06	0.998922	0	0
姥	48	2.12299e-06	0.999354	0	0
姦	129	5.70553e-06	0.998135	0	0
姪	189	8.35926e-06	0.997271	0	0
姫	3694	0.000163382	0.92314	7	1219
姶	1	4.42289e-08	0.999995	0	0
姻	450	1.9903e-05	0.993083	7	1786
姿	6196	0.000274042	0.867151	6	883
威	1457	6.44415e-05	0.972905	7	1454
娑	39	1.72493e-06	0.999505	0	0
娘	15450	0.000683336	0.697567	7	1041
娠	1876	8.29734e-05	0.963946	7	1379
娩	128	5.6613e-06	0.998169	0	0
娯	74	3.27294e-06	0.998958	7	2050
娶	8	3.53831e-07	0.999914	0	0
娼	28	1.23841e-06	0.999655	0	0
婆	615	2.72008e-05	0.989797	7	1706
婉	2	8.84578e-08	0.999977	0	0
婚	34622	0.00153129	0.496419	7	1017
婢	6	2.65373e-07	0.999936	0	0
婦	8993	0.00039775	0.817538	5	697
婿	951	4.20617e-05	0.983726	7	1600
媒	111	4.90941e-06	0.99841	7	2023
媚	133	5.88244e-06	0.998066	0	0
媛	66	2.91911e-06	0.999076	7	2060
嫁	5757	0.000254626	0.8772	7	1131
嫉	1001	4.42731e-05	0.983123	7	1587
嫌	25065	0.0011086	0.583026	7	1023
嫡	323	1.42859e-05	0.995155	7	1861
嬉	3250	0.000143744	0.934133	0	0
嬌	42	1.85761e-06	0.999424	0	0
嬢	6030	0.0002667	0.871467	7	1122
嬪	13	5.74976e-07	0.999848	0	0
嬬	1	4.42289e-08	0.999991	0	0
嬰	1	4.42289e-08	0.999994	0	0
嬴	4	1.76916e-07	0.999958	0	0
嬶	16	7.07662e-07	0.999812	0	0
子	280858	0.012422	0.0557941	1	2
孔	264	1.16764e-05	0.996158	7	1909
孕	7	3.09602e-07	0.999916	0	0
字	8844	0.00039116	0.821865	1	61
存	12962	0.000573295	0.739863	6	840
孝	3581	0.000158384	0.92539	6	924
孟	74	3.27294e-06	0.998968	0	0
季	2158	9.54459e-05	0.957932	4	619
孤	1322	5.84706e-05	0.975866	7	1485
学	50017	0.0022122	0.393533	1	27
孫	2890	0.000127821	0.942229	4	610
孵	14	6.19204e-07	0.999838	0	0
學	10	4.42289e-07	0.999888	0	0
它	4	1.76916e-07	0.999964	0	0
宅	8019	0.000354671	0.832539	6	865
宇	6321	0.000279571	0.864663	6	881
守	22355	0.000988737	0.619832	3	305
安	29053	0.00128498	0.538924	3	281
宋	270	1.19418e-05	0.996087	0	0
完	8884	0.000392929	0.819906	4	530
宍	153	6.76702e-06	0.997794	0	0
宏	1428	6.31589e-05	0.973735	0	0
宕	51	2.25567e-06	0.999319	0	0
宗	3929	0.000173775	0.916747	6	917
官	16471	0.000728494	0.684117	4	485
宙	1311	5.79841e-05	0.976098	6	976
定	24079	0.00106499	0.599313	3	298
宛	677	2.9943e-05	0.988745	7	1682
宜	283	1.25168e-05	0.995904	7	1897
宝	3573	0.00015803	0.926181	6	927
実	47863	0.00211693	0.406414	3	255
客	17244	0.000762683	0.67366	3	317
宣	1936	8.56271e-05	0.962009	6	957
室	16165	0.00071496	0.6899	2	166
宥	49	2.16722e-06	0.999339	0	0
宦	75	3.31717e-06	0.998945	0	0
宮	17142	0.000758172	0.674418	3	318
宰	364	1.60993e-05	0.994403	7	1837
害	20569	0.000909744	0.638883	4	472
宴	725	3.20659e-05	0.987818	7	1665
宵	480	2.12299e-05	0.99255	7	1771
家	75119	0.00332243	0.285418	2	99
宸	19	8.40349e-07	0.999777	0	0
容	8866	0.000392133	0.820691	5	701
宿	4697	0.000207743	0.900545	3	389
寂	4257	0.000188282	0.910597	7	1188
寄	8955	0.00039607	0.818331	5	698
寅	1486	6.57241e-05	0.972516	0	0
密	7385	0.00032663	0.840681	6	872
富	6496	0.000287311	0.860131	5	731
寒	3322	0.000146928	0.931958	3	407
寓	7	3.09602e-07	0.999919	0	0
寛	877	3.87887e-05	0.984933	7	1618
寝	12478	0.000551888	0.749375	7	1056
寞	4	1.76916e-07	0.999962	0	0
察	27082	0.00119781	0.56367	4	462
寡	31	1.3711e-06	0.99961	7	2093
實	7	3.09602e-07	0.999926	0	0
寧	1503	6.6476e-05	0.97212	7	1447
審	3567	0.000157764	0.926338	7	1226
寫	5	2.21144e-07	0.999952	0	0
寮	1399	6.18762e-05	0.974359	7	1469
寳	1	4.42289e-08	0.999996	0	0
寵	92	4.06906e-06	0.998676	0	0
寶	1	4.42289e-08	1.0	0	0
寸	673	2.9766e-05	0.988835	6	991
寺	11717	0.00051823	0.764258	2	191
対	35997	0.00159211	0.488672	3	267
寿	3791	0.000167672	0.920166	7	1212
封	1848	8.1735e-05	0.964522	7	1384
専	5286	0.000233794	0.886247	6	896
射	2400	0.000106149	0.952376	6	950
将	9088	0.000401952	0.814738	6	859
尉	135	5.9709e-06	0.998048	7	2005
尊	2995	0.000132466	0.939624	6	938
尋	2869	0.000126893	0.94261	7	1275
對	1	4.42289e-08	0.999996	0	0
導	3882	0.000171697	0.918298	5	759
小	56220	0.00248655	0.353468	1	25
少	27647	0.0012228	0.557614	2	140
尖	163	7.20931e-06	0.99769	0	0
尚	2919	0.000129104	0.941716	7	1272
尤	4	1.76916e-07	0.999959	0	0
尭	0	0.0	1.0	0	0
就	4299	0.00019014	0.909088	6	910
尸	28	1.23841e-06	0.99966	0	0
尹	92	4.06906e-06	0.998688	0	0
尺	240	1.06149e-05	0.996549	6	1002
尻	2184	9.65959e-05	0.957452	7	1346
尼	536	2.37067e-05	0.991342	7	1738
尽	3438	0.000152059	0.928969	7	1235
尾	9371	0.000414469	0.809038	7	1081
尿	528	2.33529e-05	0.991436	7	1741
局	11097	0.000490808	0.774322	3	348
屁	165	7.29777e-06	0.997632	0	0
居	11425	0.000505315	0.769351	5	683
屈	2269	0.000100355	0.955281	7	1336
届	9415	0.000416415	0.806962	6	857
屋	41275	0.00182555	0.449671	3	261
屍	34	1.50378e-06	0.999569	0	0
屏	47	2.07876e-06	0.999366	0	0
屑	29	1.28264e-06	0.999647	0	0
屓	61	2.69796e-06	0.999166	0	0
展	3031	0.000134058	0.939093	6	935
属	2236	9.88958e-05	0.956673	5	788
屠	6	2.65373e-07	0.999939	0	0
層	1382	6.11243e-05	0.974913	6	973
履	1837	8.12485e-05	0.964685	7	1385
屯	59	2.6095e-06	0.99919	7	2065
山	66675	0.00294896	0.306865	1	22
屹	3	1.32687e-07	0.999971	0	0
岐	2097	9.2748e-05	0.959248	7	1353
岡	17951	0.000793953	0.666674	7	1037
岩	7643	0.000338041	0.83738	2	210
岫	2	8.84578e-08	0.999978	0	0
岬	380	1.6807e-05	0.994174	7	1827
岳	875	3.87003e-05	0.984972	7	1619
岸	4889	0.000216235	0.895016	3	388
峙	32	1.41532e-06	0.999601	0	0
峠	280	1.23841e-05	0.995966	7	1901
峡	99	4.37866e-06	0.998591	7	2035
峨	222	9.81881e-06	0.996814	0	0
峯	779	3.44543e-05	0.986791	0	0
峰	3705	0.000163868	0.922977	7	1218
島	34256	0.0015151	0.49945	3	269
峻	23	1.01726e-06	0.999718	0	0
峽	13	5.74976e-07	0.999855	0	0
崇	957	4.2327e-05	0.983642	7	1598
崋	1	4.42289e-08	1.0	0	0
崎	22615	0.00100024	0.617847	7	1028
崑	3	1.32687e-07	0.999967	0	0
崔	15	6.63433e-07	0.999831	0	0
崖	636	2.81296e-05	0.989412	7	1694
崙	3	1.32687e-07	0.999967	0	0
崚	0	0.0	1.0	0	0
崛	10	4.42289e-07	0.999891	0	0
崩	2034	8.99616e-05	0.960249	7	1360
嵌	11	4.86518e-07	0.99987	0	0
嵐	2127	9.40748e-05	0.958501	7	1349
嵜	12	5.30747e-07	0.999858	0	0
嵩	3	1.32687e-07	0.999968	0	0
嵬	1	4.42289e-08	0.999996	0	0
嵯	221	9.77458e-06	0.996824	0	0
嶋	3880	0.000171608	0.91847	0	0
嶌	7	3.09602e-07	0.999927	0	0
嶮	2	8.84578e-08	0.999985	0	0
嶺	514	2.27336e-05	0.99185	0	0
嶼	2	8.84578e-08	0.999987	0	0
嶽	127	5.61707e-06	0.998181	0	0
巌	401	1.77358e-05	0.993814	0	0
巖	5	2.21144e-07	0.99995	0	0
川	52608	0.00232679	0.380005	1	26
州	3305	0.000146176	0.932251	3	408
巡	3167	0.000140073	0.935263	7	1249
巣	1728	7.64275e-05	0.966806	4	622
工	12150	0.000537381	0.754265	2	187
左	6765	0.000299208	0.852805	1	68
巧	812	3.59139e-05	0.986017	7	1636
巨	1093	4.83422e-05	0.981233	7	1561
巫	81	3.58254e-06	0.998845	0	0
差	7169	0.000317077	0.843894	4	538
己	2881	0.000127423	0.942356	6	940
巳	1007	4.45385e-05	0.983034	0	0
巴	123	5.44015e-06	0.998236	0	0
巷	33	1.45955e-06	0.999578	0	0
巻	7073	0.000312831	0.845466	6	874
巽	331	1.46398e-05	0.994924	0	0
巾	322	1.42417e-05	0.995169	7	1862
市	12213	0.000540167	0.75265	2	185
布	4765	0.000210751	0.899079	5	750
帆	1532	6.77587e-05	0.971517	7	1440
希	14290	0.000632031	0.714668	4	492
帖	150	6.63433e-06	0.997847	0	0
帝	3516	0.000155509	0.927745	7	1231
帥	26	1.14995e-06	0.999686	7	2099
師	21237	0.000939289	0.633367	5	657
席	5624	0.000248743	0.88073	4	552
帯	13678	0.000604963	0.726404	4	496
帰	51008	0.00225603	0.386835	2	112
帳	2554	0.000112961	0.94942	3	417
帷	5	2.21144e-07	0.999945	0	0
常	12029	0.000532029	0.756405	5	678
帽	1058	4.67942e-05	0.981802	7	1568
幅	624	2.75988e-05	0.989523	7	1698
幇	104	4.5998e-06	0.998514	0	0
幌	451	1.99472e-05	0.993043	0	0
幕	3600	0.000159224	0.924914	6	923
幟	8	3.53831e-07	0.999909	0	0
幡	694	3.06948e-05	0.988443	0	0
幣	323	1.42859e-05	0.995112	7	1859
干	1638	7.24469e-05	0.969566	6	969
平	31732	0.00140347	0.521295	3	276
年	73352	0.00324428	0.288662	1	19
幸	25973	0.00114876	0.570632	3	289
幹	2323	0.000102744	0.954468	5	785
幻	1262	5.58169e-05	0.977354	7	1504
幼	3269	0.000144584	0.933268	6	931
幽	1873	8.28407e-05	0.964029	7	1380
幾	1444	6.38665e-05	0.973354	7	1458
庁	5399	0.000238792	0.882934	6	893
広	12276	0.000542954	0.75211	2	184
庄	1311	5.79841e-05	0.976156	0	0
庇	102	4.51135e-06	0.998546	0	0
床	1651	7.30219e-05	0.969202	7	1418
序	474	2.09645e-05	0.992656	5	821
底	3710	0.000164089	0.922649	4	592
庖	8	3.53831e-07	0.99991	0	0
店	39138	0.00173103	0.465459	2	123
庚	24	1.06149e-06	0.999708	0	0
府	4598	0.000203364	0.901985	4	574
庠	27	1.19418e-06	0.999676	0	0
度	53944	0.00238588	0.37293	3	253
座	12394	0.000548173	0.751023	6	842
庫	3793	0.00016776	0.919999	3	396
庭	5750	0.000254316	0.877709	3	381
庵	845	3.73734e-05	0.985504	0	0
庶	622	2.75104e-05	0.989633	7	1701
康	5313	0.000234988	0.885779	4	556
庸	214	9.46498e-06	0.99691	7	1944
廂	1	4.42289e-08	0.999993	0	0
廃	1928	8.52733e-05	0.962265	7	1369
廉	880	3.89214e-05	0.984739	7	1614
廊	799	3.53389e-05	0.986373	7	1642
廓	46	2.03453e-06	0.999377	0	0
廟	8	3.53831e-07	0.999912	0	0
廠	3	1.32687e-07	0.999966	0	0
廣	399	1.76473e-05	0.993831	0	0
廬	1	4.42289e-08	0.999991	0	0
延	2240	9.90727e-05	0.956475	6	953
廷	1146	5.06863e-05	0.979897	7	1541
建	5289	0.000233927	0.886013	4	557
廻	202	8.93424e-06	0.997133	0	0
廿	3	1.32687e-07	0.999964	0	0
弁	13819	0.000611199	0.723363	5	669
异	1	4.42289e-08	0.999992	0	0
弄	313	1.38436e-05	0.99538	7	1872
弊	485	2.1451e-05	0.992423	7	1768
式	9262	0.000409648	0.81068	3	355
弐	53	2.34413e-06	0.999294	7	2074
弓	2158	9.54459e-05	0.957836	2	237
弔	252	1.11457e-05	0.996375	7	1920
引	31835	0.00140803	0.519892	2	132
弖	133	5.88244e-06	0.998078	0	0
弘	2941	0.000130077	0.941457	0	0
弛	41	1.81338e-06	0.999442	0	0
弟	6660	0.000294564	0.855474	2	217
弥	5379	0.000237907	0.884363	7	1138
弦	743	3.28621e-05	0.987429	7	1658
弧	27	1.19418e-06	0.999667	7	2097
弩	1	4.42289e-08	0.999997	0	0
弯	9	3.9806e-07	0.999895	0	0
弱	5955	0.000263383	0.872529	2	221
張	39410	0.00174306	0.458521	5	643
強	24904	0.00110148	0.587444	2	144
弼	56	2.47682e-06	0.999246	0	0
弾	6433	0.000284524	0.861845	7	1110
彌	187	8.2708e-06	0.997312	0	0
彎	2	8.84578e-08	0.999977	0	0
当	79487	0.00351562	0.271915	2	96
彗	52	2.2999e-06	0.999308	0	0
彙	3	1.32687e-07	0.999965	7	2126
形	10259	0.000453744	0.79181	2	198
彦	6174	0.000273069	0.867424	0	0
彩	5662	0.000250424	0.879983	7	1134
彪	54	2.38836e-06	0.999282	0	0
彫	418	1.84877e-05	0.993561	7	1801
彬	537	2.37509e-05	0.99127	0	0
彰	1052	4.65288e-05	0.981989	7	1572
影	5872	0.000259712	0.875141	7	1127
彷	22	9.73036e-07	0.999733	0	0
役	16501	0.000729821	0.683389	3	319
彼	48950	0.002165	0.397871	7	1012
彿	9	3.9806e-07	0.999891	0	0
往	867	3.83464e-05	0.985165	5	817
征	706	3.12256e-05	0.988133	7	1671
径	359	1.58782e-05	0.994483	4	639
待	65653	0.00290376	0.312699	3	246
徊	64	2.83065e-06	0.999114	0	0
律	4690	0.000207433	0.900752	6	904
後	55278	0.00244488	0.360841	2	110
徐	328	1.45071e-05	0.994997	7	1854
徑	1	4.42289e-08	0.999997	0	0
徒	10277	0.00045454	0.791356	4	517
従	4826	0.000213449	0.897805	6	902
得	14649	0.000647909	0.710212	4	490
徘	64	2.83065e-06	0.999111	0	0
御	9514	0.000420794	0.804872	7	1078
徨	13	5.74976e-07	0.999852	0	0
復	6887	0.000304604	0.849478	5	721
循	293	1.29591e-05	0.995675	7	1885
微	1625	7.18719e-05	0.96971	7	1423
徳	7201	0.000318492	0.84326	5	717
徴	1461	6.46184e-05	0.972776	7	1452
徹	4881	0.000215881	0.895448	7	1162
徽	2	8.84578e-08	0.999987	0	0
心	61888	0.00273724	0.338065	2	105
必	27979	0.00123748	0.551473	4	459
忌	405	1.79127e-05	0.993689	7	1807
忍	2661	0.000117693	0.946999	7	1295
忖	69	3.05179e-06	0.999035	0	0
志	11441	0.000506023	0.768846	5	682
忘	15631	0.000691342	0.696197	6	837
忙	6703	0.000296466	0.853997	7	1102
応	14326	0.000633623	0.713402	5	667
忠	4828	0.000213537	0.897591	6	901
快	1962	8.67771e-05	0.961664	5	798
念	11559	0.000511242	0.7658	4	507
忸	9	3.9806e-07	0.999894	0	0
忽	39	1.72493e-06	0.999492	0	0
怒	9581	0.000423757	0.803186	7	1077
怖	13233	0.000585281	0.734101	7	1050
怙	4	1.76916e-07	0.999957	0	0
怜	785	3.47197e-05	0.986687	0	0
思	168894	0.00746999	0.143477	2	86
怠	508	2.24683e-05	0.991917	7	1754
怡	1	4.42289e-08	0.999993	0	0
急	25248	0.00111669	0.579692	3	294
性	48527	0.0021463	0.402179	5	641
怨	583	2.57854e-05	0.990458	7	1722
怩	9	3.9806e-07	0.999894	0	0
怪	6330	0.000279969	0.864104	7	1111
怯	699	3.0916e-05	0.98832	0	0
恆	1	4.42289e-08	0.999989	0	0
恋	15251	0.000674535	0.701632	7	1043
恍	7	3.09602e-07	0.99992	0	0
恐	8192	0.000362323	0.830039	7	1091
恒	1216	5.37823e-05	0.978282	7	1514
恕	3	1.32687e-07	0.999971	0	0
恙	3	1.32687e-07	0.999971	0	0
恚	2	8.84578e-08	0.999988	0	0
恢	11	4.86518e-07	0.999868	0	0
恣	3	1.32687e-07	0.999967	7	2128
恥	5385	0.000238173	0.883887	7	1137
恨	4357	0.000192705	0.908321	7	1183
恩	2698	0.00011933	0.945813	5	777
恫	20	8.84578e-07	0.999761	0	0
恬	4	1.76916e-07	0.999956	0	0
恭	3189	0.000141046	0.934701	7	1247
息	21734	0.000961271	0.627654	3	306
恰	7	3.09602e-07	0.999918	0	0
恵	15067	0.000666397	0.703637	7	1044
悉	2	8.84578e-08	0.999982	0	0
悋	20	8.84578e-07	0.999764	0	0
悌	16	7.07662e-07	0.999817	0	0
悍	4	1.76916e-07	0.999953	0	0
悔	6129	0.000271079	0.868782	7	1116
悛	3	1.32687e-07	0.999964	0	0
悟	6071	0.000268514	0.870131	7	1118
悠	2965	0.000131139	0.940413	7	1266
患	9883	0.000437114	0.798443	7	1074
悦	1355	5.99301e-05	0.975216	7	1478
悩	4386	0.000193988	0.907549	7	1181
悪	44546	0.00197022	0.428877	3	259
悲	7463	0.00033008	0.83937	3	367
悴	14	6.19204e-07	0.999834	0	0
悵	1	4.42289e-08	0.999995	0	0
悶	56	2.47682e-06	0.999241	0	0
悸	27	1.19418e-06	0.999669	0	0
悼	106	4.68826e-06	0.998487	7	2029
悽	2	8.84578e-08	0.999986	0	0
情	22961	0.00101554	0.612809	5	652
惆	1	4.42289e-08	0.999995	0	0
惇	1	4.42289e-08	0.999997	0	0
惑	8988	0.000397529	0.817935	7	1086
惚	846	3.74176e-05	0.985467	0	0
惜	1308	5.78514e-05	0.976272	7	1488
惟	170	7.51891e-06	0.997543	0	0
惠	14	6.19204e-07	0.999843	0	0
惣	583	2.57854e-05	0.990484	0	0
惧	60	2.65373e-06	0.999177	7	2064
惨	841	3.71965e-05	0.985579	7	1627
惰	34	1.50378e-06	0.999568	7	2090
想	13657	0.000604034	0.727008	3	333
惹	157	6.94394e-06	0.997732	0	0
愁	372	1.64531e-05	0.994273	7	1832
愉	643	2.84392e-05	0.989242	7	1691
意	42110	0.00186248	0.442288	3	260
愕	39	1.72493e-06	0.999493	0	0
愚	1722	7.61621e-05	0.967263	7	1404
愛	27366	0.00121037	0.562472	4	461
感	32743	0.00144819	0.514193	3	273
愧	5	2.21144e-07	0.99995	0	0
愴	10	4.42289e-07	0.999884	0	0
愼	5	2.21144e-07	0.999948	0	0
愾	3	1.32687e-07	0.999972	0	0
慄	9	3.9806e-07	0.999896	7	2120
慇	4	1.76916e-07	0.999953	0	0
慈	442	1.95492e-05	0.993182	7	1790
態	9104	0.00040266	0.814336	5	696
慌	1427	6.31146e-05	0.973798	7	1464
慎	3457	0.000152899	0.928359	7	1234
慕	490	2.16722e-05	0.992336	7	1765
慙	2	8.84578e-08	0.999985	0	0
慚	2	8.84578e-08	0.999985	0	0
慟	9	3.9806e-07	0.999903	0	0
慢	4899	0.000216677	0.894584	7	1160
慣	2857	0.000126362	0.942737	5	774
慧	129	5.70553e-06	0.998147	0	0
慨	82	3.62677e-06	0.99882	7	2045
慮	2961	0.000130962	0.940675	7	1268
慰	1757	7.77102e-05	0.966344	7	1397
慶	2670	0.000118091	0.946882	7	1294
憂	518	2.29106e-05	0.99169	7	1749
憊	6	2.65373e-07	0.999935	0	0
憎	2397	0.000106017	0.952694	7	1320
憐	99	4.37866e-06	0.998604	0	0
憑	251	1.11015e-05	0.996419	0	0
憔	14	6.19204e-07	0.999834	0	0
憚	26	1.14995e-06	0.99968	0	0
憤	149	6.5901e-06	0.997854	7	1992
憧	1577	6.9749e-05	0.970486	7	1430
憩	1137	5.02882e-05	0.980048	7	1542
憫	80	3.53831e-06	0.998859	0	0
憬	1	4.42289e-08	0.999991	7	2131
憲	1675	7.40834e-05	0.968687	6	968
憶	3722	0.00016462	0.922321	7	1217
憺	10	4.42289e-07	0.999884	0	0
憾	72	3.18448e-06	0.998997	7	2053
懃	4	1.76916e-07	0.999953	0	0
懇	330	1.45955e-05	0.994939	7	1852
懈	3	1.32687e-07	0.999971	0	0
應	40	1.76916e-06	0.999481	0	0
懐	2873	0.00012707	0.942483	7	1274
懣	3	1.32687e-07	0.999974	0	0
懲	1191	5.26766e-05	0.978867	7	1524
懸	5149	0.000227735	0.889478	7	1146
懺	78	3.44985e-06	0.998911	0	0
戀	6	2.65373e-07	0.999937	0	0
戈	1	4.42289e-08	0.999993	0	0
戉	1	4.42289e-08	0.999997	0	0
戊	40	1.76916e-06	0.999483	0	0
戌	102	4.51135e-06	0.99856	0	0
戎	8	3.53831e-07	0.99991	0	0
成	23317	0.00103129	0.608736	4	468
我	18282	0.000808593	0.663473	6	833
戒	1057	4.67499e-05	0.981896	7	1570
或	19	8.40349e-07	0.999771	0	0
戚	1223	5.40919e-05	0.978012	7	1512
戟	7	3.09602e-07	0.999924	0	0
戦	19608	0.00086724	0.645076	4	474
截	1	4.42289e-08	0.999992	0	0
戮	20	8.84578e-07	0.999765	0	0
戯	337	1.49051e-05	0.994791	7	1846
戰	1	4.42289e-08	0.999995	0	0
戴	525	2.32202e-05	0.991529	7	1744
戸	16453	0.000727698	0.684845	2	165
戻	28142	0.00124469	0.550235	7	1020
房	4864	0.000215129	0.895879	7	1164
所	47066	0.00208168	0.412706	3	257
扁	15	6.63433e-07	0.999821	0	0
扇	441	1.95049e-05	0.993201	7	1791
扈	10	4.42289e-07	0.999883	0	0
扉	1328	5.8736e-05	0.975748	7	1483
手	121879	0.00539057	0.199263	1	12
才	4699	0.000207832	0.900337	2	226
打	12203	0.000539725	0.75319	3	342
払	9996	0.000442112	0.794923	7	1072
托	67	2.96334e-06	0.999062	0	0
扮	34	1.50378e-06	0.999557	0	0
扱	3168	0.000140117	0.935123	7	1248
扶	318	1.40648e-05	0.995297	7	1867
批	489	2.16279e-05	0.992358	6	998
扼	44	1.94607e-06	0.999405	0	0
承	3370	0.000149051	0.931073	5	766
技	4622	0.000204426	0.901781	5	753
抄	24	1.06149e-06	0.999706	7	2101
把	620	2.74219e-05	0.989716	7	1703
抑	1192	5.27208e-05	0.978814	7	1523
投	5727	0.000253299	0.878978	3	382
抗	2595	0.000114774	0.948623	7	1302
折	4811	0.000212785	0.898657	4	571
抜	10681	0.000472409	0.783931	7	1064
択	1676	7.41276e-05	0.968613	7	1413
披	819	3.62235e-05	0.985909	7	1634
抱	6254	0.000276607	0.86605	7	1113
抵	1257	5.55957e-05	0.977409	7	1505
抹	311	1.37552e-05	0.995408	7	1873
押	9226	0.000408056	0.811497	7	1083
抽	536	2.37067e-05	0.991318	7	1737
担	8886	0.000393018	0.819513	6	861
拇	11	4.86518e-07	0.999866	0	0
拉	435	1.92396e-05	0.993298	7	1794
拌	6	2.65373e-07	0.999933	0	0
拍	7481	0.000330876	0.83838	7	1095
拐	2679	0.000118489	0.946645	7	1292
拒	1304	5.76745e-05	0.976445	7	1491
拓	2629	0.000116278	0.947699	7	1299
拗	125	5.52861e-06	0.998197	0	0
拘	587	2.59624e-05	0.990407	7	1720
拙	326	1.44186e-05	0.995069	7	1857
招	1905	8.4256e-05	0.963113	5	800
拝	1782	7.88159e-05	0.965562	6	964
拠	9689	0.000428534	0.801909	7	1076
拡	935	4.1354e-05	0.983976	6	983
括	458	2.02568e-05	0.992943	7	1782
拭	1303	5.76302e-05	0.97656	7	1493
拮	14	6.19204e-07	0.999836	0	0
拳	2194	9.70382e-05	0.957064	7	1343
拵	9	3.9806e-07	0.999897	0	0
拶	2684	0.00011871	0.946408	7	1290
